PID	Code	Description	SubCode	SubDescr	Size	Units	Value	Bldg#	CollectedOn
1389	CAB1	CABIN-MINIMAL	 	 	120.00	S.F.	1800	1	2024-12-03
1389	FGR4	W/LOFT-AVG	 	 	320.00	S.F	5800	1	2024-12-03
1389	SHD2	SHED GOOD	 	 	240.00	S.F.	2600	1	2024-12-03
1389	LNTA	LEAN-TO  FP	 	 	1.00	UNITS	100	1	2024-12-03
1389	LNTC	LEAN-TO  FP	 	 	1.00	UNITS	300	1	2024-12-03
1389	BRN1	BARN - 1 STORY	 	 	1600.00	S.F.	3700	1	2024-12-03
1406	BRN1	BARN - 1 STORY	 	 	720.00	S.F.	14100	1	2024-12-03
1406	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	2000	1	2024-12-03
1406	PAT1	PATIO-AVG	 	 	256.00	S.F.	1500	1	2024-12-03
1406	PAT1	PATIO-AVG	 	 	360.00	S.F.	1100	1	2024-12-03
1406	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-12-03
1410	PLT1	PLTRY HSE 1 ST	 	 	160.00	S.F.	400	1	2024-12-03
1410	BRN8	POLE BRN/RUN N	 	 	240.00	S.F.	1200	1	2024-12-03
1410	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-12-03
1412	BRN3	1 STORY W/LOFT	 	 	1152.00	S.F.	20000	3	2024-12-03
1412	CAB1	CABIN-MINIMAL	 	 	96.00	S.F.	1700	1	2024-12-03
1412	DECK	DECK	 	 	81.00	S.F.	300	1	2024-12-03
1412	SHDB	SHED FLDPR	 	 	1.00	UNITS	200	3	2024-12-03
1412	SHD1	SHED AVERAGE	 	 	126.00	S.F.	900	3	2024-12-03
1412	SHD1	SHED AVERAGE	 	 	221.00	S.F.	1300	1	2024-12-03
1412	DECK	DECK	 	 	284.00	S.F.	2200	3	2024-12-03
1412	LNT	LEAN-TO	 	 	120.00	S.F.	200	1	2024-12-03
1412	PLT1	PLTRY HSE 1 ST	 	 	40.00	S.F.	100	1	2024-12-03
1412	SHP1	WORK SHOP AVE	 	 	1420.00	S.F.	20900	3	2024-12-03
1412	SHD1	SHED AVERAGE	 	 	198.00	S.F.	1800	3	2024-12-03
1412	SHD1	SHED AVERAGE	 	 	104.00	S.F.	900	3	2024-12-03
1412	SHDC	SHED FLDPR	 	 	1.00	UNITS	300	3	2024-12-03
1412	DECK	DECK	 	 	150.00	S.F.	1800	3	2024-12-03
1447	SCRA	SCREEN HSE FP	 	 	1.00	UNITS	200	1	2024-12-03
1449	SHD1	SHED AVERAGE	 	 	160.00	S.F.	2200	1	2024-12-03
1450	FGR4	W/LOFT-AVG	 	 	576.00	S.F	12400	1	2024-12-03
1450	LNT	LEAN-TO	 	 	180.00	S.F.	500	1	2024-12-03
1450	CAB1	CABIN-MINIMAL	 	 	288.00	S.F.	6000	1	2024-12-03
1450	PAT1	PATIO-AVG	 	 	255.00	S.F.	1100	1	2024-12-03
1451	SHD1	SHED AVERAGE	 	 	204.00	S.F.	1800	1	2024-12-03
1455	BTH3	BATH HOUSE-FP	 	 	1.00	UNITS	700	1	2024-12-03
1457	FGR4	W/LOFT-AVG	 	 	832.00	S.F	25500	1	2024-12-03
1462	SHD1	SHED AVERAGE	 	 	180.00	S.F.	2700	2	2024-12-03
1462	SHP5	W/IMPROV GOOD	 	 	323.00	S.F.	3700	2	2024-12-03
1462	BRN5	2 STORY	 	 	1224.00	S.F.	30100	2	2024-12-03
1462	BRN3	1 STORY W/LOFT	 	 	864.00	S.F.	12500	2	2024-12-03
1462	BRN8	POLE BRN/RUN N	 	 	1200.00	S.F.	9600	2	2024-12-03
1462	SHP1	WORK SHOP AVE	 	 	120.00	S.F.	1500	2	2024-12-03
1468	FGR4	W/LOFT-AVG	 	 	720.00	S.F	19400	1	2024-12-03
1468	BRN1	BARN - 1 STORY	 	 	400.00	S.F.	5500	1	2024-12-03
1468	GAZD	GAZEBO FP	 	 	1.00	UNITS	2500	1	2024-12-03
1468	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-12-03
1468	SHD1	SHED AVERAGE	 	 	280.00	S.F.	2500	1	2024-12-03
1471	SHDB	SHED FLDPR	 	 	1.00	UNITS	200	1	2024-12-03
1471	SHD1	SHED AVERAGE	 	 	140.00	S.F.	1900	1	2024-12-03
1471	SHD1	SHED AVERAGE	 	 	49.00	S.F.	700	1	2024-12-03
1472	SHD1	SHED AVERAGE	 	 	192.00	S.F.	2200	1	2024-12-03
1473	SHD3	LOW COST	 	 	243.00	S.F.	1100	1	2024-12-03
1473	SHD3	LOW COST	 	 	200.00	S.F.	700	1	2024-12-03
1473	FGR1	GARAGE-AVE	 	 	1200.00	S.F.	32600	1	2024-12-03
1473	LNT	LEAN-TO	 	 	210.00	S.F.	900	1	2024-12-03
1475	FGR1	GARAGE-AVE	 	 	576.00	S.F.	11100	1	2024-12-03
1475	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-12-03
1477	BRN8	POLE BRN/RUN N	 	 	864.00	S.F.	8300	1	2024-12-03
1477	SHD2	SHED GOOD	 	 	345.00	S.F.	4600	1	2024-12-03
1477	SHD3	LOW COST	 	 	60.00	S.F.	300	1	2024-12-03
1484	LNT	LEAN-TO	 	 	104.00	S.F.	100	1	2024-12-03
1484	SHD1	SHED AVERAGE	 	 	140.00	S.F.	1300	1	2024-12-03
1484	FGR6	W/LOFT-POOR	 	 	520.00	S.F.	7500	1	2024-12-03
1484	IMP	IMPLEMENT SHED	 	 	288.00	S.F.	1900	1	2024-12-03
1485	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-12-03
1486	SHD1	SHED AVERAGE	 	 	192.00	S.F.	2600	1	2024-12-03
1486	BRN8	POLE BRN/RUN N	 	 	240.00	S.F.	3500	1	2024-12-03
1486	FGR1	GARAGE-AVE	 	 	768.00	S.F.	19700	1	2024-12-03
1486	IMP	IMPLEMENT SHED	 	 	416.00	S.F.	4900	1	2024-12-03
1486	PLT	POULTRYHS FP	 	 	1.00	UNITS	200	1	2024-12-03
1486	FCP	CARPORT	 	 	400.00	S.F.	5600	1	2024-12-03
100021	SHD1	SHED AVERAGE	 	 	80.00	S.F.	1000	1	2024-12-03
100021	STB6	CSTM STABLE	 	 	1596.00	S.F.	119400	1	2024-12-03
100021	BRN8	POLE BRN/RUN N	 	 	420.00	S.F.	5700	1	2024-12-03
100021	IMP	IMPLEMENT SHED	 	 	420.00	S.F.	4600	1	2024-12-03
100021	BRN8	POLE BRN/RUN N	 	 	288.00	S.F.	3900	1	2024-12-03
100021	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-12-03
100021	GEN1	BACK UP POWER >20KW	 	 	1.00	UNITS	8500	1	2024-12-03
100021	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-12-03
100103	FGR1	GARAGE-AVE	 	 	1200.00	S.F.	23000	1	2024-12-03
100103	FGR5	W/LOFT GOOD	 	 	900.00	S.F.	28100	1	2024-12-03
100122	BRN3	1 STORY W/LOFT	 	 	1440.00	S.F.	16700	1	2024-12-03
100122	BN14	BARN/STORAGE	 	 	3360.00	S.F.	32300	1	2024-12-03
100142	FGR2	GARAGE-GOOD	 	 	288.00	S.F.	10800	1	2024-12-03
100142	AMNA	AMENITY VAL	 	 	1.00	UNITS	115000	1	2024-12-03
100162	AMNA	AMENITY VAL	 	 	1.00	UNITS	115000	1	2024-12-03
100162	FGR2	GARAGE-GOOD	 	 	288.00	S.F.	10800	1	2024-12-03
100163	AMNA	AMENITY VAL	 	 	1.00	UNITS	115000	1	2024-12-03
100163	FGR2	GARAGE-GOOD	 	 	288.00	S.F.	10800	1	2024-12-03
100164	FGR2	GARAGE-GOOD	 	 	288.00	S.F.	10800	1	2024-12-03
100164	AMNA	AMENITY VAL	 	 	1.00	UNITS	115000	1	2024-12-03
100182	FGR2	GARAGE-GOOD	 	 	576.00	S.F.	21500	1	2024-12-03
100182	AMNA	AMENITY VAL	 	 	1.00	UNITS	115000	1	2024-12-03
100184	MSC2	AMENITY	 	 	1.00	UNIT	135000	1	2024-12-03
100243	GEN2	BACK UP POWER <20 KW	 	 	0.00	UNITS	0	1	2024-12-03
100262	BRN4	1 STY LFT&BSMT	 	 	1200.00	S.F.	33600	1	2024-12-03
100262	FGR7	W/LOFT EXCELL	 	 	624.00	S.F.	34800	1	2024-12-03
100262	IMPA	GD IMP SHED	 	 	192.00	S.F.	3100	1	2024-12-03
100262	PAT1	PATIO-AVG	 	 	400.00	S.F.	2400	1	2024-12-03
100262	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-12-03
100263	BRN3	1 STORY W/LOFT	 	 	880.00	S.F.	6400	1	2024-12-03
100263	PATE	PATIO -FIELDPR	 	 	1.00	UNITS	100	1	2024-12-03
100263	LNT	LEAN-TO	 	 	128.00	S.F.	200	1	2024-12-03
100263	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-12-03
100263	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-12-03
100263	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-12-03
100265	FGR5	W/LOFT GOOD	 	 	432.00	S.F.	20200	1	2024-12-03
100265	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-12-03
100282	SHDE	SHED FLDPR	 	 	128.00	UNITS	64000	1	2024-12-03
100282	FGR4	W/LOFT-AVG	 	 	720.00	S.F	25900	1	2024-12-03
100282	SHD1	SHED AVERAGE	 	 	160.00	S.F.	2400	1	2024-12-03
100282	PATG	PATIO -FIELDPR	 	 	1.00	UNITS	1500	1	2024-12-03
100302	FGR1	GARAGE-AVE	 	 	832.00	S.F.	20000	1	2024-12-03
100302	CAB2	W/IMPROVEMENTS	 	 	187.00	S.F.	8200	1	2024-12-03
100302	IMP	IMPLEMENT SHED	 	 	288.00	S.F.	3400	1	2024-12-03
100302	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-12-03
100422	MSC2	AMENITY	 	 	1.00	UNIT	130000	1	2024-12-03
100442	FGR2	GARAGE-GOOD	 	 	576.00	S.F.	21500	1	2024-12-03
100442	MSC2	AMENITY	 	 	1.00	UNIT	115000	1	2024-12-03
100462	FGR2	GARAGE-GOOD	 	 	288.00	S.F.	10800	1	2024-12-03
100462	MSC2	AMENITY	 	 	1.00	UNIT	70000	1	2024-12-03
100463	MSC2	AMENITY	 	 	1.00	UNIT	115000	1	2024-12-03
100463	FGR5	W/LOFT GOOD	 	 	576.00	S.F.	25500	1	2024-12-03
100463	FEP2	2 S ENC PORCH	 	 	212.00	S.F.	5600	1	2024-12-03
100482	FGR2	GARAGE-GOOD	 	 	288.00	S.F.	10800	1	2024-12-03
100482	MSC2	AMENITY	 	 	1.00	UNIT	75000	1	2024-12-03
100502	MSC2	AMENITY	 	 	1.00	UNIT	110000	1	2024-12-03
100502	FGR2	GARAGE-GOOD	 	 	576.00	S.F.	21500	1	2024-12-03
100502	LNT	LEAN-TO	 	 	96.00	S.F.	400	1	2024-12-03
100503	FGR2	GARAGE-GOOD	 	 	288.00	S.F.	12000	1	2024-12-03
100503	AMNA	AMENITY VAL	 	 	1.00	UNITS	115000	1	2024-12-03
100522	FGR2	GARAGE-GOOD	 	 	288.00	S.F.	10800	1	2024-12-03
100522	MSC2	AMENITY	 	 	1.00	UNIT	75000	1	2024-12-03
100523	MSC2	AMENITY	 	 	1.00	UNIT	110000	1	2024-12-03
100523	FGR2	GARAGE-GOOD	 	 	288.00	S.F.	10800	1	2024-12-03
100542	MSC2	AMENITY	 	 	1.00	UNIT	135000	1	2024-12-03
100543	MSC2	AMENITY	 	 	1.00	UNIT	135000	1	2024-12-03
100562	MSC2	AMENITY	 	 	1.00	UNIT	110000	1	2024-12-03
100563	MSC2	AMENITY	 	 	1.00	UNIT	110000	1	2024-12-03
100563	FGR2	GARAGE-GOOD	 	 	288.00	S.F.	10800	1	2024-12-03
100582	MSC2	AMENITY	 	 	1.00	UNIT	110000	1	2024-12-03
100582	FGR5	W/LOFT GOOD	 	 	576.00	S.F.	25500	1	2024-12-03
100583	MSC2	AMENITY	 	 	1.00	UNIT	300000	1	2024-12-03
100583	SHD2	SHED GOOD	 	 	256.00	S.F.	4800	1	2024-12-03
100583	FOP	SCREEN HOUSE	 	 	140.00	S.F.	1400	1	2024-12-03
100722	BRN3	1 STORY W/LOFT	 	 	640.00	S.F.	6500	1	2024-12-03
100722	IMP	IMPLEMENT SHED	 	 	336.00	S.F.	700	1	2024-12-03
100742	FGR4	W/LOFT-AVG	 	 	1079.00	S.F	35000	1	2024-12-03
100742	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-12-03
100822	SHD1	SHED AVERAGE	 	 	288.00	S.F.	4300	1	2024-12-03
100822	LNT	LEAN-TO	 	 	364.00	S.F.	1600	1	2024-12-03
100863	SHD1	SHED AVERAGE	 	 	120.00	S.F.	1100	1	2024-12-03
100863	LNT	LEAN-TO	 	 	120.00	S.F.	300	1	2024-12-03
100863	SHD1	SHED AVERAGE	 	 	120.00	S.F.	1600	1	2024-12-03
100863	LNT	LEAN-TO	 	 	180.00	S.F.	400	1	2024-12-03
100863	FCP	CARPORT	 	 	400.00	S.F.	5600	1	2024-12-03
101143	BRN3	1 STORY W/LOFT	 	 	1152.00	S.F.	13400	1	2024-12-03
101143	BRN1	BARN - 1 STORY	 	 	2400.00	S.F.	27600	1	2024-12-03
101143	STB2	W/IMPROVEMENTS	 	 	768.00	S.F.	11100	1	2024-12-03
101143	GAZC	GAZEBO FP	 	 	1.00	UNITS	1900	1	2024-12-03
101143	BRN1	BARN - 1 STORY	 	 	2160.00	S.F.	29800	1	2024-12-03
101143	BRN1	BARN - 1 STORY	 	 	7200.00	S.F.	66200	1	2024-12-03
101162	BRN3	1 STORY W/LOFT	 	 	1200.00	S.F.	17400	1	2024-12-03
101162	SHD1	SHED AVERAGE	 	 	80.00	S.F.	1000	1	2024-12-03
101224	PAVC	SV PAVING LG	 	 	1.00	UNITS	7500	1	2024-12-03
101242	SLR3	SOLAR PV 7-10KW	 	 	1.00	UNITS	20000	1	2024-12-03
101243	FCP	CARPORT	 	 	264.00	S.F.	3700	1	2024-12-03
101243	LNT	LEAN-TO	 	 	192.00	S.F.	900	1	2024-12-03
101243	SHD1	SHED AVERAGE	 	 	64.00	S.F.	1000	1	2024-12-03
101243	DECK	DECK	 	 	82.00	S.F.	1100	1	2024-12-03
101243	DECK	DECK	 	 	144.00	S.F.	1900	1	2024-12-03
101282	BRN1	BARN - 1 STORY	 	 	1890.00	S.F.	21700	1	2024-12-03
101282	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-12-03
101282	IMP	IMPLEMENT SHED	 	 	36.00	S.F.	500	1	2024-12-03
101325	SLR5	SLR PV >20KW	 	 	1.00	UNITS	60000	1	2024-12-03
101325	PAVC	SV PAVING LG	 	 	1.00	UNITS	7500	1	2024-12-03
101362	STB3	STABLE W/LOFT	 	 	1680.00	S.F.	20800	1	2024-12-03
101362	BRN3	1 STORY W/LOFT	 	 	767.00	S.F.	8900	1	2024-12-03
101362	BRN8	POLE BRN/RUN N	 	 	1062.00	S.F.	6800	1	2024-12-03
101362	SHD2	SHED GOOD	 	 	144.00	S.F.	1300	1	2024-12-03
101362	BRN1	BARN - 1 STORY	 	 	374.00	S.F.	5200	1	2024-12-03
101362	BRN1	BARN - 1 STORY	 	 	672.00	S.F.	9300	1	2024-12-03
101362	IMP	IMPLEMENT SHED	 	 	424.00	S.F.	3300	1	2024-12-03
101362	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-12-03
101382	BRN1	BARN - 1 STORY	 	 	352.00	S.F.	7300	1	2024-12-03
101382	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-12-03
101382	PLT1	PLTRY HSE 1 ST	 	 	36.00	S.F.	200	1	2024-12-03
101442	BRN4	1 STY LFT&BSMT	 	 	2000.00	S.F.	3500	1	2024-12-03
101462	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-12-03
101483	SHD1	SHED AVERAGE	 	 	60.00	S.F.	200	1	2024-12-03
101523	SHD1	SHED AVERAGE	 	 	168.00	S.F.	2300	1	2024-12-03
101523	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-12-03
101542	IMP	IMPLEMENT SHED	 	 	1408.00	S.F.	1800	1	2024-12-03
101542	BRN1	BARN - 1 STORY	 	 	432.00	S.F.	4000	1	2024-12-03
101542	BRN4	1 STY LFT&BSMT	 	 	2720.00	S.F.	33300	1	2024-12-03
101542	MLK	MILK HOUSE	 	 	252.00	S.F.	2500	1	2024-12-03
101542	PLT1	PLTRY HSE 1 ST	 	 	240.00	S.F.	1100	1	2024-12-03
101542	SHDD	SHED FLDPR	 	 	1.00	UNITS	200	1	2024-12-03
101562	SHD1	SHED AVERAGE	 	 	100.00	S.F.	900	1	2024-12-03
101602	AMNA	AMENITY VAL	 	 	1.00	UNITS	115000	1	2024-12-03
101602	FGR1	GARAGE-AVE	 	 	336.00	S.F.	9100	1	2024-12-03
101602	PAT1	PATIO-AVG	 	 	324.00	S.F.	1900	1	2024-12-03
101602	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	1000	1	2024-12-03
101622	FGR4	W/LOFT-AVG	 	 	576.00	S.F	20700	1	2024-12-03
101642	SHDC	SHED FLDPR	 	 	1.00	UNITS	300	1	2024-12-03
102691	FGR1	GARAGE-AVE	 	 	400.00	S.F.	11500	1	2024-12-03
102691	BRN1	BARN - 1 STORY	 	 	420.00	S.F.	8700	1	2024-12-03
102691	SLR3	SOLAR PV 7-10KW	 	 	1.00	UNITS	20000	1	2024-12-03
102691	LNT	LEAN-TO	 	 	120.00	S.F.	500	1	2024-12-03
102691	CNP1	CANOPY	 	 	180.00	S.F.	1800	1	2024-12-03
102691	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-12-03
102712	FGR1	GARAGE-AVE	 	 	576.00	S.F.	11100	1	2024-12-03
102732	BRN3	1 STORY W/LOFT	 	 	352.00	S.F.	4100	1	2024-12-03
102732	LNT	LEAN-TO	 	 	176.00	S.F.	300	1	2024-12-03
102736	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-12-03
102736	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-12-03
102737	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-12-03
102737	GEN1	BACK UP POWER >20KW	 	 	1.00	UNITS	8500	1	2024-12-03
102737	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-12-03
102766	SHD1	SHED AVERAGE	 	 	182.00	S.F.	1100	1	2024-12-03
102766	SPL2	VINYL/PLASTIC	 	 	800.00	S.F.	11000	1	2024-12-03
102766	PATA	PATIO -FIELDPR	 	 	1.00	UNITS	100	1	2024-12-03
102770	BRN5	2 STORY	 	 	3120.00	S.F.	51200	1	2024-12-03
102770	MLK	MILK HOUSE	 	 	192.00	S.F.	1400	1	2024-12-03
102770	LNT	LEAN-TO	 	 	528.00	S.F.	2400	1	2024-12-03
102770	FGRB	S STORY GAR AVE	 	 	1728.00	UNITS	82900	1	2024-12-03
102770	FOP1	OB PORCH	 	 	576.00	S.F.	6300	1	2024-12-03
102770	PAV2	PAVING-CONC	 	 	1152.00	S.F.	5800	1	2024-12-03
102770	SLR5	SLR PV >20KW	 	 	1.00	UNITS	60000	1	2024-12-03
102771	SHD1	SHED AVERAGE	 	 	160.00	S.F.	2400	1	2024-12-03
102814	TEN	TENNIS COURT	 	 	12852.00	S.F.	25700	1	2024-12-03
102814	PAV1	PAVING-ASPHALT	 	 	7688.00	S.F.	10400	1	2024-12-03
102814	SHD1	SHED AVERAGE	 	 	110.00	S.F.	1000	1	2024-12-03
102814	LNT	LEAN-TO	 	 	320.00	S.F.	900	1	2024-12-03
102814	SHD2	SHED GOOD	 	 	192.00	S.F.	3800	1	2024-12-03
102814	IMP	IMPLEMENT SHED	 	 	110.00	S.F.	900	1	2024-12-03
102814	LNT	LEAN-TO	 	 	128.00	S.F.	600	1	2024-12-03
102814	LNT	LEAN-TO	 	 	128.00	S.F.	600	1	2024-12-03
102814	FN2	FENCE-5' CHAIN	 	 	61.00	L.F.	500	1	2024-12-03
102814	FN5	FENCE-10'CHAIN	 	 	35.00	L.F.	500	1	2024-12-03
102814	LT1	LIGHTS-IN W/PL	 	 	5.00	UNITS	4100	1	2024-12-03
102834	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-12-03
102834	PAT1	PATIO-AVG	 	 	864.00	S.F.	5200	1	2024-12-03
102834	SPL5	AG POOL RECTANGLE	 	 	320.00	S.F.	5600	1	2024-12-03
102854	SHD1	SHED AVERAGE	 	 	120.00	S.F.	400	1	2024-12-03
102896	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-12-03
102897	LNT	LEAN-TO	 	 	48.00	S.F.	200	1	2024-12-03
102937	COMC	COMCAST ROWS	 	 	1.00	UNITS	5100	1	2024-12-03
102976	TEN	TENNIS COURT	 	 	10716.00	S.F.	12900	1	2024-12-03
103016	BRN3	1 STORY W/LOFT	 	 	1200.00	S.F.	34800	1	2024-12-03
103057	WDK	WOOD DECK	 	 	60.00	S.F.	600	1	2024-12-03
103057	WDK	WOOD DECK	 	 	70.00	S.F.	700	1	2024-12-03
103137	CNW1	CENTR FOR NTHRN WDLANDS	 	 	1.00	UNITS	50000	1	2024-12-03
103197	BRN8	POLE BRN/RUN N	 	 	768.00	S.F.	7400	1	2024-12-03
103197	SHD2	SHED GOOD	 	 	240.00	S.F.	5300	1	2024-12-03
103197	BRN7	1ST P&B/GOOD	 	 	864.00	S.F.	25900	1	2024-12-03
103197	SHD1	SHED AVERAGE	 	 	288.00	S.F.	4300	1	2024-12-03
103218	LFBR	LYME FIBER	 	 	1.00	UNITS	102900	1	2024-12-03
103218	LFBROW	LYME FIBER ROW	 	 	1.00	UNITS	111300	1	2024-12-03
103224	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103224	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-12-03
103224	SHDE	SHED FLDPR	 	 	1.00	UNITS	500	1	2024-12-03
103225	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	50000	1	2024-12-03
103226	BBLC	BASKET BALL CRT	 	 	1.00	UNITS	5500	1	2024-12-03
103226	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103227	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103228	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103229	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103230	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103230	 	 	 	 	0.00		 	1	2024-12-03
103233	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103237	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103238	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103239	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103240	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103242	SHP1	WORK SHOP AVE	 	 	36.00	S.F.	400	1	2024-12-03
103242	LNT	LEAN-TO	 	 	70.00	S.F.	200	1	2024-12-03
103242	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103243	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103244	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103245	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103246	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103247	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103248	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103249	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103250	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-12-03
103251	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	31300	1	2024-12-03
103254	SHP7	SHOP W/LOFT G	 	 	720.00	S.F.	28500	1	2024-12-03
103254	LNT	LEAN-TO	 	 	66.00	S.F.	200	1	2024-12-03
103254	LNT	LEAN-TO	 	 	78.00	S.F.	200	1	2024-12-03
103254	LNT	LEAN-TO	 	 	90.00	S.F.	200	1	2024-12-03
103254	FCP	CARPORT	 	 	336.00	S.F.	4700	1	2024-12-03
103258	COMN14	14 ON THE COMMON AMENITY	 	 	1.00	UNITS	200000	1	2024-12-03
103259	COMN14	14 ON THE COMMON AMENITY	 	 	1.00	UNITS	200000	1	2024-12-03
103260	COMN14	14 ON THE COMMON AMENITY	 	 	1.00	UNITS	200000	1	2024-12-03
103261	COMN14	14 ON THE COMMON AMENITY	 	 	1.00	UNITS	200000	1	2024-12-03
103262	COMN14	14 ON THE COMMON AMENITY	 	 	1.00	UNITS	200000	1	2024-12-03
