PID	Code	Description	Size	Units	Value	Bldg#	CollectedOn
816	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	2	2024-11-26
816	HRTH	HEARTH-INC FLU	2.00	UNITS	2400	1	2024-11-26
816	GNRA	SV GENERATOR	1.00	UNITS	3700	1	2024-11-26
820	FPL2	1.5 STORY CHIM	1.00	UNITS	4000	1	2024-11-26
820	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	1	2024-11-26
820	FPL1	FIREPLACE 1 ST	1.00	UNITS	3600	1	2024-11-26
820	GNRA	SV GENERATOR	1.00	UNITS	4900	1	2024-11-26
826	FPL3	2 STORY CHIM	1.00	UNITS	3600	1	2024-11-26
826	SPR2	WET/CONCEALED	1843.00	S.F.	4600	1	2024-11-26
826	GNRA	SV GENERATOR	1.00	UNITS	4000	1	2024-11-26
827	FPL2	1.5 STORY CHIM	2.00	UNITS	7700	1	2024-11-26
827	FPO	EXTRA FPL OPEN	1.00	UNITS	1000	1	2024-11-26
827	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-26
827	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-26
827	SHR1	SHOWER STALL	1.00	UNITS	900	1	2024-11-26
829	FPL1	FIREPLACE 1 ST	1.00	UNITS	2600	1	2024-11-26
829	GNRA	SV GENERATOR	1.00	UNITS	0	1	2024-11-26
831	FPL3	2 STORY CHIM	1.00	UNITS	4000	1	2024-11-26
831	FPLC	1 ST CAMP FPL	1.00	UNITS	2000	2	2024-11-26
831	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-26
831	FPL1	FIREPLACE 1 ST	2.00	UNITS	6300	1	2024-11-26
831	FPLC	1 ST CAMP FPL	2.00	UNITS	4000	3	2024-11-26
831	GNRA	SV GENERATOR	1.00	UNITS	4300	1	2024-11-26
831	SHR1	SHOWER STALL	1.00	UNITS	700	2	2024-11-26
833	FPL	FIREPLCE/MET F	1.00	UNITS	800	2	2024-11-26
833	FPL3	2 STORY CHIM	1.00	UNITS	3600	1	2024-11-26
833	HOTT	HOT TUB	1.00	UNITS	2800	1	2024-11-26
834	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
837	FPL3	2 STORY CHIM	2.00	UNITS	7500	1	2024-11-26
837	FPLC	1 ST CAMP FPL	1.00	UNITS	300	2	2024-11-26
837	NFPO	NONFNCTG FPO	1.00	UNITS	500	1	2024-11-26
839	HRTH	HEARTH-INC FLU	2.00	UNITS	2900	1	2024-11-26
842	FPL1	FIREPLACE 1 ST	1.00	UNITS	2800	1	2024-11-26
842	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-26
842	FLU1	FLUE CONCRETE	1.00	UNITS	400	1	2024-11-26
845	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
850	FPLC	1 ST CAMP FPL	1.00	UNITS	1800	1	2024-11-26
852	FPLC	1 ST CAMP FPL	1.00	UNITS	2000	1	2024-11-26
852	GNRA	SV GENERATOR	1.00	UNITS	3900	1	2024-11-26
853	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-26
853	GNRA	SV GENERATOR	1.00	UNITS	4500	1	2024-11-26
855	FLU1	FLUE CONCRETE	1.00	UNITS	500	1	2024-11-26
861	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
861	HOTT	HOT TUB	1.00	UNITS	2900	1	2024-11-26
862	SPR2	WET/CONCEALED	7281.00	S.F.	17300	1	2024-11-26
862	WHL	WHIRLPOOL	64.00	SF	1500	1	2024-11-26
862	WHL	WHIRLPOOL	80.00	SF	1900	1	2024-11-26
865	FPLD	DELUX FIREPLAC	1.00	UNITS	8300	1	2024-11-26
865	FPO	EXTRA FPL OPEN	2.00	UNITS	1800	1	2024-11-26
867	FPL1	FIREPLACE 1 ST	1.00	UNITS	3600	1	2024-11-26
868	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
871	FPL1	FIREPLACE 1 ST	2.00	UNITS	6000	1	2024-11-26
871	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-26
871	JAC	JETTUB	1.00	UNITS	1200	1	2024-11-26
872	FPL2	1.5 STORY CHIM	1.00	UNITS	3200	1	2024-11-26
872	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-26
872	HRTA	HEARTH-FLDPR	1.00	UNITS	700	1	2024-11-26
873	FPL2	1.5 STORY CHIM	2.00	UNITS	7700	1	2024-11-26
873	FPO	EXTRA FPL OPEN	1.00	UNITS	1000	1	2024-11-26
873	SHWR	EXT SHOWER	1.00	UNITS	300	1	2024-11-26
875	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-26
875	FPL	FIREPLCE/MET F	1.00	UNITS	1500	1	2024-11-26
875	JAC	JETTUB	1.00	UNITS	1400	1	2024-11-26
876	HRTH	HEARTH-INC FLU	2.00	UNITS	2700	1	2024-11-26
876	GNRA	SV GENERATOR	1.00	UNITS	4100	1	2024-11-26
876	SHWR	EXT SHOWER	1.00	UNITS	300	1	2024-11-26
877	FPL2	1.5 STORY CHIM	1.00	UNITS	3200	1	2024-11-26
877	GNRA	SV GENERATOR	1.00	UNITS	4000	1	2024-11-26
878	FPL1	FIREPLACE 1 ST	1.00	UNITS	3000	1	2024-11-26
878	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-26
879	FPL2	1.5 STORY CHIM	1.00	UNITS	3200	1	2024-11-26
880	HRTH	HEARTH-INC FLU	1.00	UNITS	1700	1	2024-11-26
880	GNRA	SV GENERATOR	1.00	UNITS	5300	1	2024-11-26
881	FPL2	1.5 STORY CHIM	1.00	UNITS	3900	1	2024-11-26
881	HRTH	HEARTH-INC FLU	2.00	UNITS	3100	1	2024-11-26
881	SNA	SAUNA	54.00	S.F.	6100	1	2024-11-26
881	POOL	POOL	1.00	UNITS	11500	1	2024-11-26
881	GNRA	SV GENERATOR	1.00	UNITS	4800	1	2024-11-26
883	FLU1	FLUE CONCRETE	1.00	UNITS	400	1	2024-11-26
884	FPL3	2 STORY CHIM	1.00	UNITS	4300	1	2024-11-26
887	FPL1	FIREPLACE 1 ST	1.00	UNITS	3600	1	2024-11-26
887	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-26
891	FPL3	2 STORY CHIM	1.00	UNITS	3900	1	2024-11-26
891	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-26
891	GNRA	SV GENERATOR	1.00	UNITS	4200	1	2024-11-26
895	FPL3	2 STORY CHIM	1.00	UNITS	4500	1	2024-11-26
895	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-26
896	FPL3	2 STORY CHIM	2.00	UNITS	9000	1	2024-11-26
896	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	1	2024-11-26
896	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-26
899	FPL2	1.5 STORY CHIM	1.00	UNITS	2800	1	2024-11-26
899	FPO	EXTRA FPL OPEN	2.00	UNITS	1500	1	2024-11-26
899	FPLD	DELUX FIREPLAC	1.00	UNITS	6800	1	2024-11-26
899	GNRA	SV GENERATOR	2.00	UNITS	6800	1	2024-11-26
900	FPLD	DELUX FIREPLAC	1.00	UNITS	8000	1	2024-11-26
900	FPO	EXTRA FPL OPEN	2.00	UNITS	1800	1	2024-11-26
900	GNRA	SV GENERATOR	1.00	UNITS	4200	2	2024-11-26
900	HOTT	HOT TUB	1.00	UNITS	2800	1	2024-11-26
901	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-26
909	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-26
909	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-26
910	GNRA	SV GENERATOR	1.00	UNITS	4200	1	2024-11-26
911	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-26
911	FPO	EXTRA FPL OPEN	2.00	UNITS	2000	1	2024-11-26
913	FLU2	FLUE BRICK	2.00	UNITS	1700	1	2024-11-26
916	HRTH	HEARTH-INC FLU	2.00	UNITS	2600	1	2024-11-26
916	FLU1	FLUE CONCRETE	1.00	UNITS	400	1	2024-11-26
920	NFP1	NONFCTG FPL1	1.00	UNITS	1600	1	2024-11-26
923	FLU1	FLUE CONCRETE	1.00	UNITS	200	2	2024-11-26
935	FPLD	DELUX FIREPLAC	1.00	UNITS	8700	1	2024-11-26
935	GNRA	SV GENERATOR	1.00	UNITS	4300	1	2024-11-26
939	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-26
939	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	3	2024-11-26
940	HRTA	HEARTH-FLDPR	1.00	UNITS	900	1	2024-11-26
940	GNRA	SV GENERATOR	1.00	UNITS	5300	1	2024-11-26
940	SHWR	EXT SHOWER	1.00	UNITS	400	1	2024-11-26
942	HRTA	HEARTH-FLDPR	1.00	UNITS	800	1	2024-11-26
942	GNRA	SV GENERATOR	1.00	UNITS	4300	1	2024-11-26
943	GNRA	SV GENERATOR	1.00	UNITS	4900	1	2024-11-26
944	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-26
944	GNRA	SV GENERATOR	1.00	UNITS	3900	1	2024-11-26
947	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-26
947	FPL3	2 STORY CHIM	1.00	UNITS	4300	1	2024-11-26
949	FPL1	FIREPLACE 1 ST	1.00	UNITS	3000	1	2024-11-26
949	FPO	EXTRA FPL OPEN	2.00	UNITS	1800	1	2024-11-26
949	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-26
951	FLU2	FLUE BRICK	1.00	UNITS	800	1	2024-11-26
952	FLU1	FLUE CONCRETE	1.00	UNITS	300	1	2024-11-26
952	HRTH	HEARTH-INC FLU	1.00	UNITS	1000	1	2024-11-26
953	FPL1	FIREPLACE 1 ST	1.00	UNITS	3600	1	2024-11-26
953	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-26
954	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-26
954	FLU1	FLUE CONCRETE	1.00	UNITS	400	1	2024-11-26
955	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-26
955	FLU2	FLUE BRICK	1.00	UNITS	600	1	2024-11-26
959	FPL	FIREPLCE/MET F	0.00	UNITS	0	1	2024-11-26
960	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-26
962	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-26
962	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-26
965	SPR2	WET/CONCEALED	600.00	S.F.	1600	1	2024-11-26
965	SPR1	SPRINKLERS-WET	312.00	S.F.	700	1	2024-11-26
965	GNRA	SV GENERATOR	1.00	UNITS	4100	1	2024-11-26
966	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-26
971	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
973	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-26
973	GNRA	SV GENERATOR	1.00	UNITS	4000	1	2024-11-26
974	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-26
974	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-26
974	GNRA	SV GENERATOR	1.00	UNITS	4200	1	2024-11-26
976	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-26
977	FPL2	1.5 STORY CHIM	1.00	UNITS	4000	1	2024-11-26
977	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-26
977	GNRA	SV GENERATOR	1.00	UNITS	4800	1	2024-11-26
982	FPL1	FIREPLACE 1 ST	1.00	UNITS	2600	1	2024-11-26
986	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-26
987	FLU2	FLUE BRICK	1.00	UNITS	600	1	2024-11-26
987	HRTA	HEARTH-FLDPR	1.00	UNITS	700	1	2024-11-26
991	FLU1	FLUE CONCRETE	1.00	UNITS	400	1	2024-11-26
997	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-26
997	ELC1	ELEC CAR CHRGR	1.00	UNITS	1300	1	2024-11-26
997	GNRA	SV GENERATOR	1.00	UNITS	4300	1	2024-11-26
998	FPL2	1.5 STORY CHIM	1.00	UNITS	3700	1	2024-11-26
998	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-26
998	GNRA	SV GENERATOR	1.00	UNITS	4600	1	2024-11-26
998	SHR1	SHOWER STALL	1.00	UNITS	800	1	2024-11-26
1003	FLU2	FLUE BRICK	1.00	UNITS	600	1	2024-11-26
1004	HRTH	HEARTH-INC FLU	2.00	UNITS	3100	1	2024-11-26
1004	FPL3	2 STORY CHIM	1.00	UNITS	4300	1	2024-11-26
1005	FPL	FIREPLCE/MET F	1.00	UNITS	1300	2	2024-11-26
1005	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
1006	GNRA	SV GENERATOR	1.00	UNITS	4400	1	2024-11-26
1016	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-26
1018	FLU1	FLUE CONCRETE	1.00	UNITS	300	1	2024-11-26
1020	FLU1	FLUE CONCRETE	1.00	UNITS	400	1	2024-11-26
1024	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-26
1025	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-26
1026	FPL2	1.5 STORY CHIM	1.00	UNITS	3000	1	2024-11-26
1026	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-26
1030	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	1	2024-11-26
1030	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
1030	GNRA	SV GENERATOR	1.00	UNITS	4300	1	2024-11-26
1031	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-26
1031	FPL1	FIREPLACE 1 ST	1.00	UNITS	2700	1	2024-11-26
1033	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-26
1033	GNRA	SV GENERATOR	1.00	UNITS	4000	1	2024-11-26
1035	HRTH	HEARTH-INC FLU	1.00	UNITS	1100	1	2024-11-26
1037	FLU1	FLUE CONCRETE	1.00	UNITS	200	1	2024-11-26
1038	HRTA	HEARTH-FLDPR	1.00	UNITS	700	1	2024-11-26
1040	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-26
1041	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
1041	FPL3	2 STORY CHIM	1.00	UNITS	4000	1	2024-11-26
1042	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-26
1052	FPL2	1.5 STORY CHIM	1.00	UNITS	3200	1	2024-11-26
1052	GNRA	SV GENERATOR	1.00	UNITS	4000	1	2024-11-26
1053	FPL2	1.5 STORY CHIM	3.00	UNITS	11500	1	2024-11-26
1053	NFP2	NONFCTG FPL2	2.00	UNITS	4100	1	2024-11-26
1053	FPO	EXTRA FPL OPEN	2.00	UNITS	2000	1	2024-11-26
1054	FPLD	DELUX FIREPLAC	1.00	UNITS	9700	1	2024-11-26
1054	GNRA	SV GENERATOR	1.00	UNITS	0	1	2024-11-26
1054	JAC	JETTUB	1.00	UNITS	1500	1	2024-11-26
1054	KTH1	EXTRA KITCHEN	1.00	UNITS	2200	1	2024-11-26
1060	FPL3	2 STORY CHIM	1.00	UNITS	4400	1	2024-11-26
1060	FPO	EXTRA FPL OPEN	3.00	UNITS	3100	1	2024-11-26
1064	FPL3	2 STORY CHIM	1.00	UNITS	4300	1	2024-11-26
1064	FPL1	FIREPLACE 1 ST	1.00	UNITS	3400	1	2024-11-26
1064	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-26
1068	FPL3	2 STORY CHIM	1.00	UNITS	4200	1	2024-11-26
1068	FPO	EXTRA FPL OPEN	1.00	UNITS	1000	1	2024-11-26
1068	FPL2	1.5 STORY CHIM	1.00	UNITS	3700	1	2024-11-26
1070	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
1071	FPL	FIREPLCE/MET F	2.00	UNITS	3300	1	2024-11-26
1078	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	1	2024-11-26
1078	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
1078	GNRA	SV GENERATOR	1.00	UNITS	4300	1	2024-11-26
1082	FPLC	1 ST CAMP FPL	1.00	UNITS	1800	1	2024-11-26
1091	HRTA	HEARTH-FLDPR	1.00	UNITS	600	1	2024-11-26
1092	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-26
1092	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-26
1094	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-26
1094	JAC	JETTUB	1.00	UNITS	1100	1	2024-11-26
1096	FPL2	1.5 STORY CHIM	1.00	UNITS	4300	2	2024-11-26
1096	GNRA	SV GENERATOR	1.00	UNITS	4100	2	2024-11-26
1096	FPL3	2 STORY CHIM	1.00	UNITS	4600	1	2024-11-26
1096	JAC	JETTUB	1.00	UNITS	1500	1	2024-11-26
1099	HRTC	HEARTH - FP	1.00	UNITS	1100	1	2024-11-26
1099	FLU2	FLUE BRICK	1.00	UNITS	600	1	2024-11-26
1101	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-26
1101	JAC	JETTUB	1.00	UNITS	1200	1	2024-11-26
1102	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-26
1104	FPL2	1.5 STORY CHIM	3.00	UNITS	11500	1	2024-11-26
1104	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-26
1105	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-26
1105	FPL3	2 STORY CHIM	1.00	UNITS	4500	1	2024-11-26
1109	FPL2	1.5 STORY CHIM	2.00	UNITS	7700	1	2024-11-26
1112	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
1118	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-26
1120	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-26
1121	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	1	2024-11-26
1126	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
1131	FPL1	FIREPLACE 1 ST	1.00	UNITS	2400	1	2024-11-26
1132	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-26
1132	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-26
1132	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-26
1133	FPL1	FIREPLACE 1 ST	1.00	UNITS	2600	1	2024-11-26
1140	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-26
1144	FPL2	1.5 STORY CHIM	1.00	UNITS	3500	1	2024-11-26
1144	JAC	JETTUB	1.00	UNITS	1300	1	2024-11-26
1149	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-26
1149	GNRA	SV GENERATOR	1.00	UNITS	4000	1	2024-11-26
1150	HRTH	HEARTH-INC FLU	2.00	UNITS	2900	1	2024-11-26
1156	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-26
1156	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-26
1165	FPL1	FIREPLACE 1 ST	1.00	UNITS	2900	1	2024-11-26
1167	FPL1	FIREPLACE 1 ST	1.00	UNITS	2800	1	2024-11-26
1169	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-26
1170	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
1173	HRTA	HEARTH-FLDPR	1.00	UNITS	800	1	2024-11-26
1188	FPLD	DELUX FIREPLAC	1.00	UNITS	8300	1	2024-11-26
1188	GENR	SV GENERATOR >20KW	1.00	UNITS	12400	1	2024-11-26
1195	FPL3	2 STORY CHIM	1.00	UNITS	3700	1	2024-11-26
1195	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-26
1195	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-26
1195	GNRA	SV GENERATOR	1.00	UNITS	4000	1	2024-11-26
1195	SHR1	SHOWER STALL	1.00	UNITS	700	1	2024-11-26
1196	HRTH	HEARTH-INC FLU	2.00	UNITS	2700	1	2024-11-26
1196	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-26
1199	HRTH	HEARTH-INC FLU	1.00	UNITS	1000	1	2024-11-26
1200	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-26
1201	FPL	FIREPLCE/MET F	1.00	UNITS	1500	1	2024-11-26
1203	FPL	FIREPLCE/MET F	1.00	UNITS	1300	1	2024-11-26
1203	GNRA	SV GENERATOR	1.00	UNITS	4200	1	2024-11-26
1204	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-26
1208	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-26
1208	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
1208	FLU2	FLUE BRICK	2.00	UNITS	1200	1	2024-11-26
1209	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-26
1212	FPL3	2 STORY CHIM	1.00	UNITS	4700	1	2024-11-26
1212	JAC	JETTUB	1.00	UNITS	1500	1	2024-11-26
1213	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-26
1222	HRTH	HEARTH-INC FLU	1.00	UNITS	1700	3	2024-11-26
1222	GNRA	SV GENERATOR	1.00	UNITS	5100	3	2024-11-26
1226	FPL2	1.5 STORY CHIM	2.00	UNITS	7500	1	2024-11-26
1226	GNRA	SV GENERATOR	1.00	UNITS	4600	1	2024-11-26
1227	FPL3	2 STORY CHIM	1.00	UNITS	3700	1	2024-11-26
1227	FPO	EXTRA FPL OPEN	2.00	UNITS	1800	1	2024-11-26
1228	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-26
1228	GNRA	SV GENERATOR	1.00	UNITS	4100	1	2024-11-26
1229	FLU1	FLUE CONCRETE	1.00	UNITS	400	1	2024-11-26
1229	GNRA	SV GENERATOR	1.00	UNITS	3700	1	2024-11-26
1230	NFPO	NONFNCTG FPO	1.00	UNITS	500	1	2024-11-26
1233	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	1	2024-11-26
1233	SAU	SAUNA	48.00	S.F.	5000	1	2024-11-26
1247	HRTH	HEARTH-INC FLU	2.00	UNITS	3100	1	2024-11-26
1247	JAC	JETTUB	1.00	UNITS	1400	1	2024-11-26
1247	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-26
1248	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-26
1248	JAC	JETTUB	1.00	UNITS	1300	1	2024-11-26
1249	FPL3	2 STORY CHIM	1.00	UNITS	3300	1	2024-11-26
1249	FPO	EXTRA FPL OPEN	1.00	UNITS	800	1	2024-11-26
1250	FLU2	FLUE BRICK	1.00	UNITS	700	1	2024-11-26
1250	HRTA	HEARTH-FLDPR	1.00	UNITS	800	1	2024-11-26
1251	FPL3	2 STORY CHIM	2.00	UNITS	8700	1	2024-11-26
1256	FPL2	1.5 STORY CHIM	1.00	UNITS	3500	1	2024-11-26
1256	HRTA	HEARTH-FLDPR	1.00	UNITS	700	1	2024-11-26
1256	SHWR	EXT SHOWER	1.00	UNITS	300	1	2024-11-26
1263	FPL2	1.5 STORY CHIM	1.00	UNITS	3200	1	2024-11-26
1265	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-26
1266	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-26
1266	FPO	EXTRA FPL OPEN	2.00	UNITS	1900	1	2024-11-26
1269	FLU2	FLUE BRICK	1.00	UNITS	700	1	2024-11-26
1271	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-26
1298	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-26
1298	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	1	2024-11-26
1298	HOTT	HOT TUB	1.00	UNITS	3500	1	2024-11-26
1304	FPL1	FIREPLACE 1 ST	1.00	UNITS	2900	2	2024-11-26
1304	SPR1	SPRINKLERS-WET	15966.00	S.F.	8100	1	2024-11-26
1304	ELV1	2 STOP/PSNGR	1.00	UNITS	9400	1	2024-11-26
1304	FPL3	2 STORY CHIM	1.00	UNITS	900	1	2024-11-26
1305	MEZ2	FINISHED	165.00	S.F.	1700	3	2024-11-26
1305	SPR1	SPRINKLERS-WET	15966.00	S.F.	33000	1	2024-11-26
1305	ELV1	2 STOP/PSNGR	1.00	UNITS	38000	1	2024-11-26
1305	GNRB	SV GENERATOR	1.00	UNITS	7300	2	2024-11-26
1305	FPL3	2 STORY CHIM	1.00	UNITS	3500	1	2024-11-26
1313	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-26
1313	JAC	JETTUB	1.00	UNITS	1400	1	2024-11-26
1323	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
1323	FPL3	2 STORY CHIM	1.00	UNITS	4000	1	2024-11-26
1325	FPL2	1.5 STORY CHIM	2.00	UNITS	6600	1	2024-11-26
1326	FPL3	2 STORY CHIM	2.00	UNITS	9000	1	2024-11-26
1326	FPO	EXTRA FPL OPEN	3.00	UNITS	3200	1	2024-11-26
1326	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-26
1333	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-26
1333	FPL3	2 STORY CHIM	1.00	UNITS	3800	1	2024-11-26
1333	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-26
1333	JAC	JETTUB	1.00	UNITS	1300	1	2024-11-26
1335	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-26
1338	FPL	FIREPLCE/MET F	1.00	UNITS	1400	1	2024-11-26
1338	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-26
1338	JAC	JETTUB	2.00	UNITS	2700	1	2024-11-26
1340	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-26
1341	FPL2	1.5 STORY CHIM	2.00	UNITS	7300	1	2024-11-26
1341	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-26
1342	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-26
1344	FPLD	DELUX FIREPLAC	1.00	UNITS	8300	1	2024-11-26
1344	JAC	JETTUB	1.00	UNITS	1200	1	2024-11-26
1352	HRTA	HEARTH-FLDPR	1.00	UNITS	800	1	2024-11-26
1353	FPL2	1.5 STORY CHIM	1.00	UNITS	4000	1	2024-11-26
1353	JAC	JETTUB	1.00	UNITS	1500	1	2024-11-26
1354	FPL3	2 STORY CHIM	1.00	UNITS	4400	1	2024-11-26
1354	GNRA	SV GENERATOR	1.00	UNITS	4800	1	2024-11-26
1373	FPL3	2 STORY CHIM	1.00	UNITS	4400	1	2024-11-26
1373	FPL2	1.5 STORY CHIM	2.00	UNITS	7900	1	2024-11-26
1373	GNRA	SV GENERATOR	1.00	UNITS	4800	1	2024-11-26
1374	FPL3	2 STORY CHIM	1.00	UNITS	3800	1	2024-11-26
1374	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-26
1375	FPL2	1.5 STORY CHIM	3.00	UNITS	12200	1	2024-11-26
