PID	Code	Description	SubCode	SubDescr	Size	Units	Value	Bldg#	CollectedOn
873	BRN4	1 STY LFT&BSMT	 	 	2888.00	S.F.	60600	1	2024-11-04
873	GRN4	GRN HSE/UBM+	 	 	494.00	S.F.	18200	1	2024-11-04
873	PAVC	SV PAVING LG	 	 	1.00	UNITS	3000	1	2024-11-04
873	IMP	IMPLEMENT SHED	 	 	112.00	S.F.	1500	1	2024-11-04
873	IMP	IMPLEMENT SHED	 	 	234.00	S.F.	3000	1	2024-11-04
874	PAVB	SV PAVING SML	 	 	0.00	UNITS	0	1	2024-11-04
875	IMP	IMPLEMENT SHED	 	 	234.00	S.F.	1100	1	2024-11-04
875	SHD1	SHED AVERAGE	 	 	306.00	S.F.	1600	1	2024-11-04
875	BRN8	POLE BRN/RUN N	 	 	270.00	S.F.	3700	1	2024-11-04
875	BRN8	POLE BRN/RUN N	 	 	315.00	S.F.	4500	1	2024-11-04
877	CHSE	CARRIAGE HOUSE	 	 	748.00	S.F.	19100	1	2024-11-04
877	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-11-04
878	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-11-04
878	LNT	LEAN-TO	 	 	80.00	S.F.	400	1	2024-11-04
879	IMP	IMPLEMENT SHED	 	 	275.00	S.F.	2100	1	2024-11-04
879	FGR5	W/LOFT GOOD	 	 	768.00	S.F.	24000	1	2024-11-04
879	LNT	LEAN-TO	 	 	32.00	S.F.	100	1	2024-11-04
880	PAT1	PATIO-AVG	 	 	376.00	S.F.	1400	1	2024-11-04
880	SHD1	SHED AVERAGE	 	 	48.00	S.F.	700	1	2024-11-04
881	SHD2	SHED GOOD	 	 	420.00	S.F.	7900	1	2024-11-04
881	GRN1	GREEN HOUSE-RS	 	 	189.00	S.F.	4200	1	2024-11-04
881	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-11-04
887	PAT1	PATIO-AVG	 	 	140.00	S.F.	800	1	2024-11-04
887	PAT1	PATIO-AVG	 	 	406.00	S.F.	2400	1	2024-11-04
887	PAT1	PATIO-AVG	 	 	360.00	S.F.	2200	1	2024-11-04
887	PAT1	PATIO-AVG	 	 	216.00	S.F.	1300	1	2024-11-04
891	LNT	LEAN-TO	 	 	96.00	S.F.	400	1	2024-11-04
895	IMP	IMPLEMENT SHED	 	 	384.00	S.F.	3000	1	2024-11-04
895	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-11-04
896	SHED	SHED FLDPR	 	 	1.00	UNITS	200	1	2024-11-04
896	BRN8	POLE BRN/RUN N	 	 	800.00	S.F.	10200	1	2024-11-04
896	KEN1	KENNEL-AVG	 	 	144.00	S.F.	1700	1	2024-11-04
896	STB5	W/LOFT+IMP+	 	 	1936.00	S.F.	102200	1	2024-11-04
896	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-11-04
899	SHD2	SHED GOOD	 	 	160.00	S.F.	2600	1	2024-11-04
899	PRGA	SV PERGOLA	 	 	1.00	UNITS	1100	1	2024-11-04
899	CNP1	CANOPY	 	 	112.00	S.F.	900	1	2024-11-04
899	STB5	W/LOFT+IMP+	 	 	1200.00	S.F.	59400	1	2024-11-04
899	SLR3	SOLAR PV 7-10KW	 	 	1.00	UNITS	20000	1	2024-11-04
900	BRN8	POLE BRN/RUN N	 	 	528.00	S.F.	5900	2	2024-11-04
900	STB4	W/LOFT+ IMPR	 	 	1248.00	S.F.	38400	2	2024-11-04
900	PAT1	PATIO-AVG	 	 	180.00	S.F.	1100	2	2024-11-04
901	LNTA	LEAN-TO  FP	 	 	1.00	UNITS	100	1	2024-11-04
901	SHP4	W/IMPROV AGE	 	 	480.00	S.F.	12100	1	2024-11-04
901	BRN1	BARN - 1 STORY	 	 	440.00	S.F.	8100	1	2024-11-04
901	SHD1	SHED AVERAGE	 	 	160.00	S.F.	2400	1	2024-11-04
901	SHD1	SHED AVERAGE	 	 	64.00	S.F.	1000	1	2024-11-04
909	BRN8	POLE BRN/RUN N	 	 	242.00	S.F.	1000	1	2024-11-04
909	GAZF	GAZEBO FP	 	 	1.00	UNITS	3600	1	2024-11-04
909	SPL3	GUNITE	 	 	920.00	S.F.	21500	1	2024-11-04
909	PATJ	SV PATIO	 	 	1.00	UNITS	3000	1	2024-11-04
909	TEN	TENNIS COURT	 	 	7200.00	S.F.	17300	1	2024-11-04
909	SLR3	SOLAR PV 7-10KW	 	 	1.00	UNITS	20000	1	2024-11-04
909	PAVC	SV PAVING LG	 	 	1.00	UNITS	7500	1	2024-11-04
909	PAVD	SV PAVING XL	 	 	1.00	UNITS	10000	1	2024-11-04
910	LNT	LEAN-TO	 	 	242.00	S.F.	900	1	2024-11-04
910	BRN1	BARN - 1 STORY	 	 	144.00	S.F.	2600	1	2024-11-04
910	BRN1	BARN - 1 STORY	 	 	3552.00	S.F.	65400	1	2024-11-04
910	RAR	RIDING ARENA	 	 	10368.00	S.F.	215700	1	2024-11-04
910	BRN8	POLE BRN/RUN N	 	 	280.00	S.F.	3400	1	2024-11-04
910	SLR3	SOLAR PV 7-10KW	 	 	1.00	UNITS	20000	1	2024-11-04
911	BRN2	1 STORY W/BSMT	 	 	1920.00	S.F.	27800	1	2024-11-04
911	SLR3	SOLAR PV 7-10KW	 	 	1.00	UNITS	20000	1	2024-11-04
913	LNTA	LEAN-TO  FP	 	 	1.00	UNITS	100	1	2024-11-04
913	SHDB	SHED FLDPR	 	 	1.00	UNITS	200	1	2024-11-04
913	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-11-04
913	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-11-04
916	SHD1	SHED AVERAGE	 	 	120.00	S.F.	1100	1	2024-11-04
916	LNT	LEAN-TO	 	 	192.00	S.F.	800	1	2024-11-04
916	LNT	LEAN-TO	 	 	144.00	S.F.	500	1	2024-11-04
917	SHD3	LOW COST	 	 	144.00	S.F.	500	1	2024-11-04
917	SHD1	SHED AVERAGE	 	 	36.00	S.F.	400	1	2024-11-04
920	SHD1	SHED AVERAGE	 	 	750.00	S.F.	10700	1	2024-11-04
920	BN14	BARN/STORAGE	 	 	4096.00	S.F.	83600	1	2024-11-04
920	BRN1	BARN - 1 STORY	 	 	1500.00	S.F.	5200	1	2024-11-04
921	FGR1	GARAGE-AVE	 	 	624.00	S.F.	15000	1	2024-11-04
921	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	2	2024-11-04
923	SHD3	LOW COST	 	 	162.00	S.F.	100	2	2024-11-04
923	LNT	LEAN-TO	 	 	176.00	S.F.	100	2	2024-11-04
923	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	1	2024-11-04
923	GAZA	GAZEBO FP	 	 	1.00	UNITS	200	1	2024-11-04
935	LNT	LEAN-TO	 	 	60.00	S.F.	200	1	2024-11-04
939	FGR4	W/LOFT-AVG	 	 	676.00	S.F	19500	1	2024-11-04
939	LNT	LEAN-TO	 	 	224.00	S.F.	900	1	2024-11-04
939	FGR5	W/LOFT GOOD	 	 	600.00	S.F.	26500	1	2024-11-04
939	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-11-04
939	PAT1	PATIO-AVG	 	 	360.00	S.F.	2200	1	2024-11-04
940	SLR3	SOLAR PV 7-10KW	 	 	1.00	UNITS	20000	1	2024-11-04
941	WDK	WOOD DECK	 	 	120.00	S.F.	1600	1	2024-11-04
942	SHDB	SHED FLDPR	 	 	1.00	UNITS	200	1	2024-11-04
947	FGR3	GARAGE-LOWCOST	 	 	212.00	S.F.	2000	1	2024-11-04
949	SHD1	SHED AVERAGE	 	 	120.00	S.F.	700	1	2024-11-04
949	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-11-04
949	BRN3	1 STORY W/LOFT	 	 	1152.00	S.F.	33400	1	2024-11-04
949	FCP	CARPORT	 	 	384.00	S.F.	5400	1	2024-11-04
949	FCP	CARPORT	 	 	384.00	S.F.	5400	1	2024-11-04
949	IMP	IMPLEMENT SHED	 	 	96.00	S.F.	1200	1	2024-11-04
949	IMP	IMPLEMENT SHED	 	 	96.00	S.F.	1200	1	2024-11-04
951	FGR1	GARAGE-AVE	 	 	480.00	S.F.	9200	1	2024-11-04
951	SHD1	SHED AVERAGE	 	 	96.00	S.F.	1300	1	2024-11-04
951	LNT	LEAN-TO	 	 	162.00	S.F.	700	1	2024-11-04
951	SHD1	SHED AVERAGE	 	 	144.00	S.F.	2200	1	2024-11-04
953	SHD1	SHED AVERAGE	 	 	128.00	S.F.	1700	1	2024-11-04
953	PAT1	PATIO-AVG	 	 	120.00	S.F.	700	1	2024-11-04
954	LNT	LEAN-TO	 	 	208.00	S.F.	300	1	2024-11-04
954	FGR1	GARAGE-AVE	 	 	560.00	S.F.	10800	1	2024-11-04
954	SHD3	LOW COST	 	 	138.00	S.F.	400	1	2024-11-04
954	LNT	LEAN-TO	 	 	35.00	S.F.	100	1	2024-11-04
954	SHD2	SHED GOOD	 	 	133.00	S.F.	2900	1	2024-11-04
954	PAT1	PATIO-AVG	 	 	252.00	S.F.	1500	1	2024-11-04
955	FGR1	GARAGE-AVE	 	 	624.00	S.F.	16000	1	2024-11-04
958	SHD1	SHED AVERAGE	 	 	96.00	S.F.	1400	1	2024-11-04
958	LNT	LEAN-TO	 	 	32.00	S.F.	100	1	2024-11-04
958	LNT	LEAN-TO	 	 	36.00	S.F.	200	1	2024-11-04
960	BRN4	1 STY LFT&BSMT	 	 	780.00	S.F.	7600	1	2024-11-04
960	MLK	MILK HOUSE	 	 	48.00	S.F.	300	1	2024-11-04
962	LNT	LEAN-TO	 	 	32.00	S.F.	100	1	2024-11-04
963	FGR1	GARAGE-AVE	 	 	308.00	S.F.	5900	1	2024-11-04
963	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-11-04
966	BRN3	1 STORY W/LOFT	 	 	648.00	S.F.	9400	1	2024-11-04
967	FGR5	W/LOFT GOOD	 	 	1120.00	S.F.	52400	1	2024-11-04
967	PAVB	SV PAVING SML	 	 	1.00	UNITS	1100	1	2024-11-04
968	BRN1	BARN - 1 STORY	 	 	1120.00	S.F.	20600	1	2024-11-04
968	FGR1	GARAGE-AVE	 	 	576.00	S.F.	13800	1	2024-11-04
969	FGR1	GARAGE-AVE	 	 	624.00	S.F.	12000	1	2024-11-04
969	SHD1	SHED AVERAGE	 	 	120.00	S.F.	1100	1	2024-11-04
969	LNTB	LEAN-TO  FP	 	 	2.00	UNITS	400	1	2024-11-04
969	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-11-04
971	SHD1	SHED AVERAGE	 	 	64.00	S.F.	600	1	2024-11-04
971	FCP	CARPORT	 	 	198.00	S.F.	1700	1	2024-11-04
971	FGR5	W/LOFT GOOD	 	 	624.00	S.F.	29200	1	2024-11-04
971	LNT	LEAN-TO	 	 	104.00	S.F.	400	1	2024-11-04
973	SHD2	SHED GOOD	 	 	240.00	S.F.	4800	1	2024-11-04
973	IMP	IMPLEMENT SHED	 	 	120.00	S.F.	1400	1	2024-11-04
974	SLR3	SOLAR PV 7-10KW	 	 	1.00	UNITS	20000	1	2024-11-04
974	SHD1	SHED AVERAGE	 	 	240.00	S.F.	3600	1	2024-11-04
976	SHP5	W/IMPROV GOOD	 	 	504.00	S.F.	12500	1	2024-11-04
976	FCP	CARPORT	 	 	288.00	S.F.	3000	1	2024-11-04
976	LNT	LEAN-TO	 	 	72.00	S.F.	200	1	2024-11-04
976	SHD1	SHED AVERAGE	 	 	96.00	S.F.	700	1	2024-11-04
976	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-11-04
976	PAT1	PATIO-AVG	 	 	77.00	S.F.	500	1	2024-11-04
976	PAVC	SV PAVING LG	 	 	1.00	UNITS	7500	1	2024-11-04
976	LNT	LEAN-TO	 	 	72.00	S.F.	200	1	2024-11-04
977	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-11-04
977	PAVC	SV PAVING LG	 	 	1.00	UNITS	7500	1	2024-11-04
977	SHD1	SHED AVERAGE	 	 	96.00	S.F.	1400	1	2024-11-04
979	FGR3	GARAGE-LOWCOST	 	 	532.00	S.F.	7300	1	2024-11-04
979	BRN3	1 STORY W/LOFT	 	 	802.00	S.F.	11600	1	2024-11-04
979	LNTA	LEAN-TO  FP	 	 	1.00	UNITS	100	1	2024-11-04
979	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	1	2024-11-04
982	FGR4	W/LOFT-AVG	 	 	864.00	S.F	9300	1	2024-11-04
983	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	1	2024-11-04
983	SHDB	SHED FLDPR	 	 	1.00	UNITS	200	1	2024-11-04
983	SHDD	SHED FLDPR	 	 	1.00	UNITS	400	1	2024-11-04
984	FGR3	GARAGE-LOWCOST	 	 	190.00	S.F.	400	1	2024-11-04
984	SHP1	WORK SHOP AVE	 	 	240.00	S.F.	4700	1	2024-11-04
986	FGR4	W/LOFT-AVG	 	 	560.00	S.F	12100	1	2024-11-04
986	LNT	LEAN-TO	 	 	224.00	S.F.	600	1	2024-11-04
986	SHD2	SHED GOOD	 	 	240.00	S.F.	2600	1	2024-11-04
987	BRN1	BARN - 1 STORY	 	 	204.00	S.F.	2300	1	2024-11-04
987	BRN4	1 STY LFT&BSMT	 	 	1674.00	S.F.	35200	1	2024-11-04
987	SHP1	WORK SHOP AVE	 	 	308.00	S.F.	3000	1	2024-11-04
987	SHDE	SHED FLDPR	 	 	1.00	UNITS	500	1	2024-11-04
990	CAB1	CABIN-MINIMAL	 	 	196.00	S.F.	4100	1	2024-11-04
991	FGR3	GARAGE-LOWCOST	 	 	264.00	S.F.	3600	1	2024-11-04
991	FGR1	GARAGE-AVE	 	 	780.00	S.F.	15000	1	2024-11-04
993	SHD1	SHED AVERAGE	 	 	96.00	S.F.	600	1	2024-11-04
993	FGR1	GARAGE-AVE	 	 	960.00	S.F.	24600	1	2024-11-04
996	BRN6	2 STY W/BSMT	 	 	840.00	S.F.	13800	1	2024-11-04
996	DECK	DECK	 	 	136.00	S.F.	1600	1	2024-11-04
996	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-11-04
997	PAT1	PATIO-AVG	 	 	130.00	S.F.	800	1	2024-11-04
997	LNT	LEAN-TO	 	 	96.00	S.F.	400	1	2024-11-04
997	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	1	2024-11-04
997	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-11-04
998	LNT	LEAN-TO	 	 	64.00	S.F.	100	1	2024-11-04
998	BRN2	1 STORY W/BSMT	 	 	3486.00	S.F.	25300	1	2024-11-04
998	SHD1	SHED AVERAGE	 	 	64.00	S.F.	300	1	2024-11-04
998	PAVB	SV PAVING SML	 	 	1.00	UNITS	800	1	2024-11-04
1003	SHED	SHED FLDPR	 	 	1.00	UNITS	200	1	2024-11-04
1003	FGR5	W/LOFT GOOD	 	 	484.00	S.F.	20100	1	2024-11-04
1003	FNDA	SV FOUNDATION	 	 	1.00	UNITS	11000	1	2024-11-04
1004	SHDB	SHED FLDPR	 	 	1.00	UNITS	200	1	2024-11-04
1004	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-11-04
1005	FGR4	W/LOFT-AVG	 	 	572.00	S.F	18500	1	2024-11-04
1006	SHD1	SHED AVERAGE	 	 	60.00	S.F.	800	1	2024-11-04
1006	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-11-04
1015	SHD2	SHED GOOD	 	 	255.00	S.F.	2200	1	2024-11-04
1015	SHED	SHED FLDPR	 	 	80.00	UNITS	16000	1	2024-11-04
1016	PLT1	PLTRY HSE 1 ST	 	 	392.00	S.F.	2100	1	2024-11-04
1016	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	1	2024-11-04
1016	LNT	LEAN-TO	 	 	144.00	S.F.	200	1	2024-11-04
1018	LNTA	LEAN-TO  FP	 	 	1.00	UNITS	100	1	2024-11-04
1018	LNTA	LEAN-TO  FP	 	 	1.00	UNITS	100	1	2024-11-04
1018	IMP	IMPLEMENT SHED	 	 	192.00	S.F.	1000	1	2024-11-04
1018	LNT	LEAN-TO	 	 	80.00	S.F.	100	1	2024-11-04
1019	FGR1	GARAGE-AVE	 	 	480.00	S.F.	6100	1	2024-11-04
1019	PAT1	PATIO-AVG	 	 	1056.00	S.F.	3800	1	2024-11-04
1020	BRN3	1 STORY W/LOFT	 	 	224.00	S.F.	2600	1	2024-11-04
1020	SHD3	LOW COST	 	 	240.00	S.F.	900	1	2024-11-04
1020	DECK	DECK	 	 	56.00	S.F.	700	1	2024-11-04
1022	BRN3	1 STORY W/LOFT	 	 	1452.00	S.F.	12600	1	2024-11-04
1022	FGR2	GARAGE-GOOD	 	 	600.00	S.F.	23800	3	2024-11-04
1022	IMP	IMPLEMENT SHED	 	 	540.00	S.F.	6300	3	2024-11-04
1022	STB1	STABLE-LC	 	 	792.00	S.F.	5000	1	2024-11-04
1022	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	3	2024-11-04
1022	SHD1	SHED AVERAGE	 	 	224.00	S.F.	1200	1	2024-11-04
1022	STB2	W/IMPROVEMENTS	 	 	800.00	S.F.	17400	1	2024-11-04
1022	IMP	IMPLEMENT SHED	 	 	1008.00	S.F.	11800	1	2024-11-04
1022	IMP	IMPLEMENT SHED	 	 	384.00	S.F.	4500	1	2024-11-04
1022	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-11-04
1023	SHD1	SHED AVERAGE	 	 	144.00	S.F.	1900	1	2024-11-04
1024	IMP	IMPLEMENT SHED	 	 	180.00	S.F.	600	1	2024-11-04
1025	STB2	W/IMPROVEMENTS	 	 	156.00	S.F.	1800	1	2024-11-04
1025	SHD3	LOW COST	 	 	78.00	S.F.	400	1	2024-11-04
1025	LNT	LEAN-TO	 	 	112.00	S.F.	500	1	2024-11-04
1025	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-11-04
1025	FGR1	GARAGE-AVE	 	 	660.00	S.F.	21100	1	2024-11-04
1026	FGR1	GARAGE-AVE	 	 	960.00	S.F.	18400	1	2024-11-04
1026	SHD1	SHED AVERAGE	 	 	252.00	S.F.	2300	1	2024-11-04
1026	SHD1	SHED AVERAGE	 	 	390.00	S.F.	2300	1	2024-11-04
1026	BRN1	BARN - 1 STORY	 	 	900.00	S.F.	10400	1	2024-11-04
1026	BRN3	1 STORY W/LOFT	 	 	1080.00	S.F.	15700	1	2024-11-04
1026	FGR1	GARAGE-AVE	 	 	792.00	S.F.	22800	1	2024-11-04
1030	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	1	2024-11-04
1030	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-11-04
1031	SHD1	SHED AVERAGE	 	 	99.00	S.F.	700	1	2024-11-04
1031	FGR1	GARAGE-AVE	 	 	520.00	S.F.	10000	1	2024-11-04
1031	IMP	IMPLEMENT SHED	 	 	165.00	S.F.	900	1	2024-11-04
1033	FGR1	GARAGE-AVE	 	 	576.00	S.F.	15700	1	2024-11-04
1033	LNT	LEAN-TO	 	 	160.00	S.F.	600	1	2024-11-04
1033	LNT	LEAN-TO	 	 	128.00	S.F.	500	1	2024-11-04
1033	SHD1	SHED AVERAGE	 	 	140.00	S.F.	1800	1	2024-11-04
1033	DECK	DECK	 	 	100.00	S.F.	1300	1	2024-11-04
1033	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-11-04
1034	SHD2	SHED GOOD	 	 	200.00	S.F.	3300	1	2024-11-04
1034	LNT	LEAN-TO	 	 	168.00	S.F.	600	1	2024-11-04
1034	SHDB	SHED FLDPR	 	 	1.00	UNITS	200	1	2024-11-04
1034	CAB2	W/IMPROVEMENTS	 	 	512.00	S.F.	12500	1	2024-11-04
1034	LNT	LEAN-TO	 	 	160.00	S.F.	400	1	2024-11-04
1034	LNTF	LEAN-TO FP	 	 	2.00	UNITS	100	1	2024-11-04
1035	FGR1	GARAGE-AVE	 	 	768.00	S.F.	12300	1	2024-11-04
1037	SHD1	SHED AVERAGE	 	 	140.00	S.F.	1900	1	2024-11-04
1038	BRN4	1 STY LFT&BSMT	 	 	616.00	S.F.	4300	1	2024-11-04
1040	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-11-04
1040	LNT	LEAN-TO	 	 	96.00	S.F.	400	1	2024-11-04
1041	SHD2	SHED GOOD	 	 	224.00	S.F.	4400	1	2024-11-04
1041	LNT	LEAN-TO	 	 	128.00	S.F.	500	1	2024-11-04
1041	DECK	DECK	 	 	136.00	S.F.	1800	1	2024-11-04
1042	DECK	DECK	 	 	56.00	S.F.	700	1	2024-11-04
1042	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-11-04
1045	FGR1	GARAGE-AVE	 	 	576.00	S.F.	11100	1	2024-11-04
1046	FGR1	GARAGE-AVE	 	 	216.00	S.F.	4100	1	2024-11-04
1046	SHP4	W/IMPROV AGE	 	 	1196.00	S.F.	16700	1	2024-11-04
1049	SHD1	SHED AVERAGE	 	 	374.00	S.F.	600	1	2024-11-04
1049	LNT	LEAN-TO	 	 	357.00	S.F.	200	1	2024-11-04
1049	BRN3	1 STORY W/LOFT	 	 	525.00	S.F.	800	1	2024-11-04
1049	SHD1	SHED AVERAGE	 	 	420.00	S.F.	600	1	2024-11-04
1049	IMP	IMPLEMENT SHED	 	 	902.00	S.F.	2900	1	2024-11-04
1049	SHD1	SHED AVERAGE	 	 	160.00	S.F.	600	1	2024-11-04
1049	SHDA	SHED FLDPR	 	 	2.00	UNITS	200	1	2024-11-04
1049	FGR3	GARAGE-LOWCOST	 	 	360.00	S.F.	2500	1	2024-11-04
1051	FGR1	GARAGE-AVE	 	 	484.00	S.F.	13200	1	2024-11-04
1051	SHD1	SHED AVERAGE	 	 	64.00	S.F.	800	1	2024-11-04
1051	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-11-04
1051	SHP1	WORK SHOP AVE	 	 	384.00	S.F.	9400	1	2024-11-04
1052	FGR1	GARAGE-AVE	 	 	576.00	S.F.	11100	1	2024-11-04
1053	FOP	SCREEN HOUSE	 	 	144.00	S.F.	600	2	2024-11-04
1053	CAB1	CABIN-MINIMAL	 	 	120.00	S.F.	1400	2	2024-11-04
1053	BRN1	BARN - 1 STORY	 	 	2004.00	S.F.	27700	1	2024-11-04
1053	PAT1	PATIO-AVG	 	 	280.00	S.F.	1000	2	2024-11-04
1053	BRN1	BARN - 1 STORY	 	 	860.00	S.F.	4000	2	2024-11-04
1053	SPL3	GUNITE	 	 	740.00	S.F.	17300	1	2024-11-04
1053	FCP	CARPORT	 	 	840.00	S.F.	7100	1	2024-11-04
1053	LNT	LEAN-TO	 	 	280.00	S.F.	1000	2	2024-11-04
1053	SHP7	SHOP W/LOFT G	 	 	1122.00	S.F.	39500	2	2024-11-04
1053	IMP	IMPLEMENT SHED	 	 	592.00	S.F.	4600	2	2024-11-04
1054	TEN	TENNIS COURT	 	 	7102.00	S.F.	17000	1	2024-11-04
1054	BRN9	1 STY LFT&BSMT	 	 	960.00	S.F.	26900	1	2024-11-04
1054	BRN4	1 STY LFT&BSMT	 	 	460.00	S.F.	12900	1	2024-11-04
1054	SHD2	SHED GOOD	 	 	180.00	S.F.	2400	1	2024-11-04
1054	SHD1	SHED AVERAGE	 	 	96.00	S.F.	600	1	2024-11-04
1054	GRN1	GREEN HOUSE-RS	 	 	180.00	S.F.	3500	1	2024-11-04
1054	BRN8	POLE BRN/RUN N	 	 	260.00	S.F.	2500	1	2024-11-04
1054	BRN8	POLE BRN/RUN N	 	 	140.00	S.F.	1300	1	2024-11-04
1054	BRN8	POLE BRN/RUN N	 	 	640.00	S.F.	10200	1	2024-11-04
1054	SHD1	SHED AVERAGE	 	 	77.00	S.F.	1200	1	2024-11-04
1058	IMP	IMPLEMENT SHED	 	 	576.00	S.F.	1900	1	2024-11-04
1058	BRN3	1 STORY W/LOFT	 	 	684.00	S.F.	6900	1	2024-11-04
1058	LNT	LEAN-TO	 	 	540.00	S.F.	600	1	2024-11-04
1060	FGR7	W/LOFT EXCELL	 	 	1248.00	S.F.	69600	1	2024-11-04
1060	BN11	P&BBRN/SHP2S-L	 	 	1200.00	SF	47500	1	2024-11-04
1060	STB6	CSTM STABLE	 	 	2816.00	S.F.	210600	1	2024-11-04
1060	BRN8	POLE BRN/RUN N	 	 	448.00	S.F.	7200	1	2024-11-04
1060	SHD1	SHED AVERAGE	 	 	48.00	S.F.	700	1	2024-11-04
1060	IMP	IMPLEMENT SHED	 	 	416.00	S.F.	4100	1	2024-11-04
1061	STB5	W/LOFT+IMP+	 	 	720.00	S.F.	35600	1	2024-11-04
1061	BRN8	POLE BRN/RUN N	 	 	480.00	S.F.	5800	1	2024-11-04
1061	SHD2	SHED GOOD	 	 	208.00	S.F.	3400	1	2024-11-04
1064	SHD2	SHED GOOD	 	 	256.00	S.F.	3400	1	2024-11-04
1064	STB4	W/LOFT+ IMPR	 	 	1500.00	S.F.	33000	3	2024-11-04
1064	IMP	IMPLEMENT SHED	 	 	180.00	S.F.	2000	3	2024-11-04
1064	BRN1	BARN - 1 STORY	 	 	1200.00	S.F.	13800	1	2024-11-04
1068	GAZC	GAZEBO FP	 	 	1.00	UNITS	1900	1	2024-11-04
1068	BRN4	1 STY LFT&BSMT	 	 	2218.00	S.F.	77600	1	2024-11-04
1068	LNTA	LEAN-TO  FP	 	 	1.00	UNITS	100	1	2024-11-04
1068	SHP2	WORK SHOP GOOD	 	 	545.00	S.F	10900	1	2024-11-04
1068	SHD1	SHED AVERAGE	 	 	224.00	S.F.	800	1	2024-11-04
1068	APT1	APT DET	 	 	611.00	UNITS	26900	1	2024-11-04
1068	UBM1	UNFINISHD BSMT	 	 	140.00	UNITS	800	1	2024-11-04
1070	SHD1	SHED AVERAGE	 	 	209.00	S.F.	1600	1	2024-11-04
1070	SHD1	SHED AVERAGE	 	 	128.00	S.F.	800	1	2024-11-04
1071	SHD1	SHED AVERAGE	 	 	96.00	S.F.	1300	1	2024-11-04
1071	PAT1	PATIO-AVG	 	 	200.00	S.F.	1200	1	2024-11-04
1071	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-11-04
1078	SHDB	SHED FLDPR	 	 	1.00	UNITS	200	1	2024-11-04
1078	PLT	POULTRYHS FP	 	 	1.00	UNITS	200	1	2024-11-04
1078	LNT	LEAN-TO	 	 	340.00	S.F.	500	1	2024-11-04
1078	DECK	DECK	 	 	42.00	S.F.	500	1	2024-11-04
1078	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-11-04
1091	FCP	CARPORT	 	 	240.00	S.F.	2000	1	2024-11-04
1092	FGR1	GARAGE-AVE	 	 	480.00	S.F.	11500	1	2024-11-04
1092	SHD2	SHED GOOD	 	 	240.00	S.F.	3700	1	2024-11-04
1092	SHDE	SHED FLDPR	 	 	1.00	UNITS	500	1	2024-11-04
1092	LNT	LEAN-TO	 	 	60.00	S.F.	300	1	2024-11-04
1096	BRN2	1 STORY W/BSMT	 	 	1536.00	S.F.	44500	1	2024-11-04
1096	PAT1	PATIO-AVG	 	 	207.00	S.F.	1200	1	2024-11-04
1096	PAT1	PATIO-AVG	 	 	207.00	S.F.	1200	1	2024-11-04
1099	FGR5	W/LOFT GOOD	 	 	576.00	S.F.	22500	1	2024-11-04
1099	LNT	LEAN-TO	 	 	72.00	S.F.	200	1	2024-11-04
